"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Pennsylvania,2016,37,178,0,0,0,0,0
States,Rhode Island,2016,37,X,X,X,X,X,X
States,South Carolina,2016,37,147,0,1,0.68,0,0.68
States,South Dakota,2016,37,92,0,0,0,0,0
States,Tennessee,2016,37,90,1,2,3.33,1.11,2.22
States,Texas,2016,37,971,10,14,2.47,1.03,1.44
States,Utah,2016,37,398,2,0,0.5,0.5,0
States,Vermont,2016,37,23,0,0,0,0,0
States,Virginia,2016,37,135,0,0,0,0,0
States,Washington,2016,37,268,4,0,1.49,1.49,0
States,West Virginia,2016,37,186,0,0,0,0,0
States,Wisconsin,2016,37,277,4,0,1.44,1.44,0
States,Wyoming,2016,37,X,X,X,X,X,X
States,Puerto Rico,2016,37,0,0,0,0,0,0
States,Virgin Islands,2016,37,X,X,X,X,X,X
States,New York City,2016,37,X,X,X,X,X,X
States,Alabama,2016,38,77,1,0,1.3,1.3,0
States,Alaska,2016,38,X,X,X,X,X,X
States,Arizona,2016,38,35,0,0,0,0,0
States,Arkansas,2016,38,37,0,1,2.7,0,2.7
States,California,2016,38,564,9,4,2.3,1.6,0.71
States,Colorado,2016,38,274,1,0,0.36,0.36,0
States,Connecticut,2016,38,199,2,0,1.01,1.01,0
States,Delaware,2016,38,16,0,0,0,0,0
States,District of Columbia,2016,38,X,X,X,X,X,X
States,Florida,2016,38,X,X,X,X,X,X
States,Georgia,2016,38,387,5,0,1.29,1.29,0
States,Hawaii,2016,38,192,6,0,3.13,3.13,0
States,Idaho,2016,38,X,X,X,X,X,X
States,Illinois,2016,38,143,1,1,1.4,0.7,0.7
States,Indiana,2016,38,91,1,0,1.1,1.1,0
States,Iowa,2016,38,44,1,0,2.27,2.27,0
States,Kansas,2016,38,24,0,0,0,0,0
States,Kentucky,2016,38,254,0,0,0,0,0
States,Louisiana,2016,38,X,X,X,X,X,X
States,Maine,2016,38,X,X,X,X,X,X
States,Maryland,2016,38,15,0,0,0,0,0
States,Massachusetts,2016,38,150,0,0,0,0,0
States,Michigan,2016,38,234,1,0,0.43,0.43,0
States,Minnesota,2016,38,185,2,1,1.62,1.08,0.54
States,Mississippi,2016,38,55,1,1,3.64,1.82,1.82
States,Missouri,2016,38,68,0,0,0,0,0
States,Montana,2016,38,53,0,0,0,0,0
States,Nebraska,2016,38,17,0,0,0,0,0
States,Nevada,2016,38,X,X,X,X,X,X
States,New Hampshire,2016,38,11,0,0,0,0,0
States,New Jersey,2016,38,X,X,X,X,X,X
States,New Mexico,2016,38,118,1,0,0.85,0.85,0
States,New York,2016,38,890,1,1,0.22,0.11,0.11
States,North Carolina,2016,38,120,1,1,1.67,0.83,0.83
States,North Dakota,2016,38,X,X,X,X,X,X
States,Ohio,2016,38,411,1,1,0.49,0.24,0.24
States,Oklahoma,2016,38,114,0,0,0,0,0
States,Oregon,2016,38,110,2,0,1.82,1.82,0
States,Pennsylvania,2016,38,217,1,0,0.46,0.46,0
States,Rhode Island,2016,38,X,X,X,X,X,X
States,South Carolina,2016,38,144,1,1,1.39,0.69,0.69
States,South Dakota,2016,38,111,1,0,0.9,0.9,0
States,Tennessee,2016,38,118,0,1,0.85,0,0.85
States,Texas,2016,38,1059,10,18,2.64,0.94,1.7
States,Utah,2016,38,370,2,0,0.54,0.54,0
States,Vermont,2016,38,28,0,0,0,0,0
States,Virginia,2016,38,136,1,0,0.74,0.74,0
States,Washington,2016,38,332,9,0,2.71,2.71,0
States,West Virginia,2016,38,226,1,0,0.44,0.44,0
States,Wisconsin,2016,38,264,3,2,1.89,1.14,0.76
States,Wyoming,2016,38,X,X,X,X,X,X
States,Puerto Rico,2016,38,0,0,0,0,0,0
States,Virgin Islands,2016,38,X,X,X,X,X,X
States,New York City,2016,38,X,X,X,X,X,X
States,Alabama,2016,39,100,1,0,1,1,0
States,Alaska,2016,39,X,X,X,X,X,X
States,Arizona,2016,39,43,0,0,0,0,0
States,Arkansas,2016,39,46,0,0,0,0,0
States,California,2016,39,624,4,2,0.96,0.64,0.32
States,Colorado,2016,39,246,2,0,0.81,0.81,0
States,Connecticut,2016,39,230,1,0,0.43,0.43,0
States,Delaware,2016,39,15,0,1,6.67,0,6.67
States,District of Columbia,2016,39,X,X,X,X,X,X
States,Florida,2016,39,X,X,X,X,X,X
States,Georgia,2016,39,495,1,1,0.4,0.2,0.2
States,Hawaii,2016,39,230,1,2,1.3,0.43,0.87
States,Idaho,2016,39,X,X,X,X,X,X
States,Illinois,2016,39,173,0,1,0.58,0,0.58
States,Indiana,2016,39,84,0,0,0,0,0
States,Iowa,2016,39,49,0,0,0,0,0
States,Kansas,2016,39,39,0,0,0,0,0
States,Kentucky,2016,39,265,0,0,0,0,0
States,Louisiana,2016,39,X,X,X,X,X,X
States,Maine,2016,39,X,X,X,X,X,X
States,Maryland,2016,39,18,0,0,0,0,0
States,Massachusetts,2016,39,148,1,0,0.68,0.68,0
States,Michigan,2016,39,314,2,0,0.64,0.64,0
States,Minnesota,2016,39,173,1,0,0.58,0.58,0
States,Mississippi,2016,39,66,0,0,0,0,0
States,Missouri,2016,39,129,0,0,0,0,0
States,Montana,2016,39,52,0,0,0,0,0
States,Nebraska,2016,39,29,0,0,0,0,0
States,Nevada,2016,39,X,X,X,X,X,X
States,New Hampshire,2016,39,17,0,0,0,0,0
States,New Jersey,2016,39,X,X,X,X,X,X
States,New Mexico,2016,39,170,0,0,0,0,0
States,New York,2016,39,967,6,2,0.83,0.62,0.21
States,North Carolina,2016,39,116,0,0,0,0,0
States,North Dakota,2016,39,X,X,X,X,X,X
States,Ohio,2016,39,493,2,1,0.61,0.41,0.2
States,Oklahoma,2016,39,111,0,0,0,0,0
States,Oregon,2016,39,120,4,0,3.33,3.33,0
States,Pennsylvania,2016,39,263,1,0,0.38,0.38,0
States,Rhode Island,2016,39,X,X,X,X,X,X
States,South Carolina,2016,39,164,0,1,0.61,0,0.61
States,South Dakota,2016,39,101,1,0,0.99,0.99,0
States,Tennessee,2016,39,128,0,3,2.34,0,2.34
States,Texas,2016,39,1020,10,11,2.06,0.98,1.08
States,Utah,2016,39,391,0,2,0.51,0,0.51
States,Vermont,2016,39,35,0,0,0,0,0
States,Virginia,2016,39,163,0,0,0,0,0
States,Washington,2016,39,375,16,0,4.27,4.27,0
States,West Virginia,2016,39,238,1,0,0.42,0.42,0
States,Wisconsin,2016,39,328,3,1,1.22,0.91,0.3
States,Wyoming,2016,39,X,X,X,X,X,X
States,Puerto Rico,2016,39,0,0,0,0,0,0
States,Virgin Islands,2016,39,X,X,X,X,X,X
States,New York City,2016,39,X,X,X,X,X,X
States,Alabama,2016,40,379,4,0,1.06,1.06,0
States,Alaska,2016,40,X,X,X,X,X,X
States,Arizona,2016,40,133,0,0,0,0,0
States,Arkansas,2016,40,47,0,0,0,0,0
States,California,2016,40,799,3,0,0.38,0.38,0
States,Colorado,2016,40,260,0,0,0,0,0
States,Connecticut,2016,40,199,3,0,1.51,1.51,0
States,Delaware,2016,40,40,0,0,0,0,0
States,District of Columbia,2016,40,X,X,X,X,X,X
States,Florida,2016,40,X,X,X,X,X,X
States,Georgia,2016,40,377,6,3,2.39,1.59,0.8
States,Hawaii,2016,40,188,4,1,2.66,2.13,0.53
States,Idaho,2016,40,13,0,0,0,0,0
States,Illinois,2016,40,188,0,1,0.53,0,0.53
States,Indiana,2016,40,131,1,0,0.76,0.76,0
States,Iowa,2016,40,64,0,0,0,0,0
States,Kansas,2016,40,69,0,0,0,0,0
States,Kentucky,2016,40,240,0,0,0,0,0
States,Louisiana,2016,40,X,X,X,X,X,X
States,Maine,2016,40,X,X,X,X,X,X
States,Maryland,2016,40,82,1,0,1.22,1.22,0
States,Massachusetts,2016,40,362,1,1,0.55,0.28,0.28
States,Michigan,2016,40,606,2,1,0.5,0.33,0.17
States,Minnesota,2016,40,210,2,0,0.95,0.95,0
States,Mississippi,2016,40,75,0,1,1.33,0,1.33
States,Missouri,2016,40,536,0,0,0,0,0
States,Montana,2016,40,86,1,0,1.16,1.16,0
States,Nebraska,2016,40,54,0,0,0,0,0
States,Nevada,2016,40,X,X,X,X,X,X
States,New Hampshire,2016,40,21,1,0,4.76,4.76,0
States,New Jersey,2016,40,X,X,X,X,X,X
States,New Mexico,2016,40,176,1,0,0.57,0.57,0
States,New York,2016,40,1166,8,3,0.94,0.69,0.26
States,North Carolina,2016,40,155,3,1,2.58,1.94,0.65
States,North Dakota,2016,40,42,0,0,0,0,0
States,Ohio,2016,40,807,2,3,0.62,0.25,0.37
States,Oklahoma,2016,40,117,1,0,0.85,0.85,0
States,Oregon,2016,40,166,3,0,1.81,1.81,0
States,Pennsylvania,2016,40,272,0,1,0.37,0,0.37
States,Rhode Island,2016,40,X,X,X,X,X,X
States,South Carolina,2016,40,154,0,1,0.65,0,0.65
States,South Dakota,2016,40,129,1,0,0.78,0.78,0
States,Tennessee,2016,40,123,0,2,1.63,0,1.63
States,Texas,2016,40,1122,15,10,2.23,1.34,0.89
States,Utah,2016,40,395,6,0,1.52,1.52,0
States,Vermont,2016,40,47,0,0,0,0,0
States,Virginia,2016,40,213,0,1,0.47,0,0.47
States,Washington,2016,40,411,11,0,2.68,2.68,0
States,West Virginia,2016,40,333,0,2,0.6,0,0.6
States,Wisconsin,2016,40,444,1,0,0.23,0.23,0
States,Wyoming,2016,40,X,X,X,X,X,X
States,Puerto Rico,2016,40,0,0,0,0,0,0
States,Virgin Islands,2016,40,X,X,X,X,X,X
States,New York City,2016,40,X,X,X,X,X,X
States,Alabama,2016,41,497,6,7,2.62,1.21,1.41
States,Alaska,2016,41,X,X,X,X,X,X
States,Arizona,2016,41,138,0,1,0.72,0,0.72
States,Arkansas,2016,41,60,1,0,1.67,1.67,0
States,California,2016,41,840,5,0,0.6,0.6,0
States,Colorado,2016,41,301,2,1,1,0.66,0.33
States,Connecticut,2016,41,275,1,0,0.36,0.36,0
States,Delaware,2016,41,37,0,0,0,0,0
States,District of Columbia,2016,41,X,X,X,X,X,X
States,Florida,2016,41,X,X,X,X,X,X
States,Georgia,2016,41,374,8,0,2.14,2.14,0
States,Hawaii,2016,41,190,5,0,2.63,2.63,0
States,Idaho,2016,41,15,0,0,0,0,0
States,Illinois,2016,41,234,0,0,0,0,0
States,Indiana,2016,41,111,0,1,0.9,0,0.9
States,Iowa,2016,41,91,0,0,0,0,0
States,Kansas,2016,41,62,0,0,0,0,0
States,Kentucky,2016,41,260,2,0,0.77,0.77,0
States,Louisiana,2016,41,X,X,X,X,X,X
States,Maine,2016,41,X,X,X,X,X,X
States,Maryland,2016,41,113,1,0,0.88,0.88,0
States,Massachusetts,2016,41,417,2,1,0.72,0.48,0.24
States,Michigan,2016,41,669,3,1,0.6,0.45,0.15
States,Minnesota,2016,41,215,0,0,0,0,0
States,Mississippi,2016,41,66,1,0,1.52,1.52,0
States,Missouri,2016,41,572,1,0,0.17,0.17,0
States,Montana,2016,41,96,2,0,2.08,2.08,0
States,Nebraska,2016,41,60,0,0,0,0,0
States,Nevada,2016,41,X,X,X,X,X,X
States,New Hampshire,2016,41,17,1,0,5.88,5.88,0
States,New Jersey,2016,41,X,X,X,X,X,X
States,New Mexico,2016,41,167,0,1,0.6,0,0.6
States,New York,2016,41,1135,1,3,0.35,0.09,0.26
States,North Carolina,2016,41,176,1,1,1.14,0.57,0.57
States,North Dakota,2016,41,36,1,0,2.78,2.78,0
States,Ohio,2016,41,974,4,3,0.72,0.41,0.31
States,Oklahoma,2016,41,143,2,0,1.4,1.4,0
States,Oregon,2016,41,188,2,0,1.06,1.06,0
States,Pennsylvania,2016,41,270,0,0,0,0,0
States,Rhode Island,2016,41,X,X,X,X,X,X
States,South Carolina,2016,41,179,0,1,0.56,0,0.56
States,South Dakota,2016,41,108,0,0,0,0,0
States,Tennessee,2016,41,112,3,0,2.68,2.68,0
States,Texas,2016,41,1153,10,19,2.52,0.87,1.65
States,Utah,2016,41,424,5,0,1.18,1.18,0
States,Vermont,2016,41,68,1,0,1.47,1.47,0
States,Virginia,2016,41,201,2,1,1.49,1,0.5
States,Washington,2016,41,413,2,2,0.97,0.48,0.48
States,West Virginia,2016,41,332,0,0,0,0,0
States,Wisconsin,2016,41,471,1,2,0.64,0.21,0.42
States,Wyoming,2016,41,X,X,X,X,X,X
States,Puerto Rico,2016,41,0,0,0,0,0,0
States,Virgin Islands,2016,41,X,X,X,X,X,X
States,New York City,2016,41,X,X,X,X,X,X
States,Alabama,2016,42,474,2,3,1.05,0.42,0.63
States,Alaska,2016,42,X,X,X,X,X,X
States,Arizona,2016,42,135,0,1,0.74,0,0.74
States,Arkansas,2016,42,53,0,0,0,0,0
States,California,2016,42,840,4,2,0.71,0.48,0.24
States,Colorado,2016,42,312,1,0,0.32,0.32,0
States,Connecticut,2016,42,318,0,0,0,0,0
States,Delaware,2016,42,68,0,0,0,0,0
States,District of Columbia,2016,42,X,X,X,X,X,X
States,Florida,2016,42,X,X,X,X,X,X
States,Georgia,2016,42,380,6,0,1.58,1.58,0
States,Hawaii,2016,42,160,2,0,1.25,1.25,0
States,Idaho,2016,42,16,0,0,0,0,0
States,Illinois,2016,42,269,0,1,0.37,0,0.37
States,Indiana,2016,42,122,0,0,0,0,0
States,Iowa,2016,42,93,0,0,0,0,0
States,Kansas,2016,42,65,0,0,0,0,0
States,Kentucky,2016,42,251,0,0,0,0,0
States,Louisiana,2016,42,X,X,X,X,X,X
States,Maine,2016,42,X,X,X,X,X,X
States,Maryland,2016,42,103,0,1,0.97,0,0.97
States,Massachusetts,2016,42,433,1,0,0.23,0.23,0
States,Michigan,2016,42,732,2,4,0.82,0.27,0.55
States,Minnesota,2016,42,296,3,0,1.01,1.01,0
States,Mississippi,2016,42,90,1,1,2.22,1.11,1.11
States,Missouri,2016,42,577,0,1,0.17,0,0.17
States,Montana,2016,42,111,1,0,0.9,0.9,0
States,Nebraska,2016,42,84,0,1,1.19,0,1.19
States,Nevada,2016,42,12,1,0,8.33,8.33,0
States,New Hampshire,2016,42,26,0,0,0,0,0
States,New Jersey,2016,42,X,X,X,X,X,X
States,New Mexico,2016,42,171,0,1,0.58,0,0.58
States,New York,2016,42,1225,10,1,0.9,0.82,0.08
States,North Carolina,2016,42,216,4,4,3.7,1.85,1.85
States,North Dakota,2016,42,33,0,0,0,0,0
States,Ohio,2016,42,948,6,9,1.58,0.63,0.95
States,Oklahoma,2016,42,166,1,1,1.2,0.6,0.6
States,Oregon,2016,42,191,5,0,2.62,2.62,0
States,Pennsylvania,2016,42,286,0,0,0,0,0
States,Rhode Island,2016,42,X,X,X,X,X,X
States,South Carolina,2016,42,213,2,0,0.94,0.94,0
States,South Dakota,2016,42,113,1,0,0.88,0.88,0
States,Tennessee,2016,42,129,2,1,2.33,1.55,0.78
States,Texas,2016,42,1152,8,10,1.56,0.69,0.87
States,Utah,2016,42,439,4,0,0.91,0.91,0
States,Vermont,2016,42,65,0,0,0,0,0
States,Virginia,2016,42,191,0,0,0,0,0
States,Washington,2016,42,396,13,1,3.54,3.28,0.25
States,West Virginia,2016,42,363,0,0,0,0,0
States,Wisconsin,2016,42,507,2,0,0.39,0.39,0
States,Wyoming,2016,42,X,X,X,X,X,X
States,Puerto Rico,2016,42,0,0,0,0,0,0
States,Virgin Islands,2016,42,X,X,X,X,X,X
States,New York City,2016,42,X,X,X,X,X,X
States,Alabama,2016,43,424,5,1,1.42,1.18,0.24
States,Alaska,2016,43,X,X,X,X,X,X
States,Arizona,2016,43,125,0,0,0,0,0
States,Arkansas,2016,43,31,0,0,0,0,0
States,California,2016,43,839,9,2,1.31,1.07,0.24
States,Colorado,2016,43,338,2,0,0.59,0.59,0
States,Connecticut,2016,43,271,0,0,0,0,0
States,Delaware,2016,43,72,0,0,0,0,0
States,District of Columbia,2016,43,X,X,X,X,X,X
States,Florida,2016,43,X,X,X,X,X,X
States,Georgia,2016,43,448,4,2,1.34,0.89,0.45
States,Hawaii,2016,43,139,4,0,2.88,2.88,0
States,Idaho,2016,43,22,0,0,0,0,0
States,Illinois,2016,43,297,1,0,0.34,0.34,0
States,Indiana,2016,43,112,0,1,0.89,0,0.89
States,Iowa,2016,43,118,1,1,1.69,0.85,0.85
States,Kansas,2016,43,72,0,0,0,0,0
States,Kentucky,2016,43,276,0,1,0.36,0,0.36
States,Louisiana,2016,43,X,X,X,X,X,X
States,Maine,2016,43,X,X,X,X,X,X
States,Maryland,2016,43,82,0,0,0,0,0
States,Massachusetts,2016,43,403,1,2,0.74,0.25,0.5
States,Michigan,2016,43,735,3,0,0.41,0.41,0
States,Minnesota,2016,43,310,1,1,0.65,0.32,0.32
States,Mississippi,2016,43,77,0,0,0,0,0
States,Missouri,2016,43,616,0,0,0,0,0
States,Montana,2016,43,90,2,0,2.22,2.22,0
States,Nebraska,2016,43,79,0,0,0,0,0
States,Nevada,2016,43,14,1,0,7.14,7.14,0
States,New Hampshire,2016,43,24,1,0,4.17,4.17,0
States,New Jersey,2016,43,X,X,X,X,X,X
States,New Mexico,2016,43,201,2,0,1,1,0
States,New York,2016,43,1259,5,3,0.64,0.4,0.24
States,North Carolina,2016,43,225,3,3,2.67,1.33,1.33
States,North Dakota,2016,43,18,0,0,0,0,0
States,Ohio,2016,43,967,0,2,0.21,0,0.21
States,Oklahoma,2016,43,158,1,0,0.63,0.63,0
States,Oregon,2016,43,223,13,0,5.83,5.83,0
States,Pennsylvania,2016,43,305,0,1,0.33,0,0.33
States,Rhode Island,2016,43,X,X,X,X,X,X
States,South Carolina,2016,43,217,0,0,0,0,0
States,South Dakota,2016,43,142,0,0,0,0,0
States,Tennessee,2016,43,115,1,4,4.35,0.87,3.48
States,Texas,2016,43,1174,12,18,2.56,1.02,1.53
States,Utah,2016,43,468,6,0,1.28,1.28,0
States,Vermont,2016,43,68,0,0,0,0,0
States,Virginia,2016,43,210,0,0,0,0,0
States,Washington,2016,43,470,28,2,6.38,5.96,0.43
States,West Virginia,2016,43,386,0,1,0.26,0,0.26
States,Wisconsin,2016,43,526,1,1,0.38,0.19,0.19
States,Wyoming,2016,43,X,X,X,X,X,X
States,Puerto Rico,2016,43,0,0,0,0,0,0
States,Virgin Islands,2016,43,X,X,X,X,X,X
States,New York City,2016,43,X,X,X,X,X,X
States,Alabama,2016,44,558,14,7,3.76,2.51,1.25
States,Alaska,2016,44,X,X,X,X,X,X
States,Arizona,2016,44,149,0,0,0,0,0
States,Arkansas,2016,44,53,0,0,0,0,0
States,California,2016,44,874,12,0,1.37,1.37,0
States,Colorado,2016,44,318,3,0,0.94,0.94,0
States,Connecticut,2016,44,254,4,0,1.57,1.57,0
States,Delaware,2016,44,72,0,0,0,0,0
States,District of Columbia,2016,44,X,X,X,X,X,X
States,Florida,2016,44,X,X,X,X,X,X
States,Georgia,2016,44,477,5,2,1.47,1.05,0.42
States,Hawaii,2016,44,190,3,0,1.58,1.58,0
States,Idaho,2016,44,30,0,0,0,0,0
States,Illinois,2016,44,261,0,0,0,0,0
States,Indiana,2016,44,104,0,0,0,0,0
States,Iowa,2016,44,84,1,2,3.57,1.19,2.38
States,Kansas,2016,44,52,0,0,0,0,0
States,Kentucky,2016,44,253,0,0,0,0,0
States,Louisiana,2016,44,X,X,X,X,X,X
States,Maine,2016,44,X,X,X,X,X,X
States,Maryland,2016,44,100,0,0,0,0,0
States,Massachusetts,2016,44,408,5,2,1.72,1.23,0.49
States,Michigan,2016,44,771,4,0,0.52,0.52,0
States,Minnesota,2016,44,311,3,0,0.96,0.96,0
States,Mississippi,2016,44,80,1,1,2.5,1.25,1.25
States,Missouri,2016,44,609,0,0,0,0,0
States,Montana,2016,44,95,2,0,2.11,2.11,0
States,Nebraska,2016,44,103,0,0,0,0,0
States,Nevada,2016,44,14,1,1,14.29,7.14,7.14
States,New Hampshire,2016,44,20,1,1,10,5,5
States,New Jersey,2016,44,X,X,X,X,X,X
States,New Mexico,2016,44,230,0,0,0,0,0
States,New York,2016,44,1241,8,1,0.73,0.64,0.08
States,North Carolina,2016,44,253,5,6,4.35,1.98,2.37
States,North Dakota,2016,44,44,0,0,0,0,0
States,Ohio,2016,44,1174,9,9,1.53,0.77,0.77
States,Oklahoma,2016,44,151,2,0,1.32,1.32,0
States,Oregon,2016,44,290,13,1,4.83,4.48,0.34
States,Pennsylvania,2016,44,346,0,0,0,0,0
States,Rhode Island,2016,44,X,X,X,X,X,X
States,South Carolina,2016,44,230,1,1,0.87,0.43,0.43
States,South Dakota,2016,44,126,2,0,1.59,1.59,0
States,Tennessee,2016,44,125,0,2,1.6,0,1.6
States,Texas,2016,44,1275,12,9,1.65,0.94,0.71
States,Utah,2016,44,480,8,0,1.67,1.67,0
States,Vermont,2016,44,71,0,0,0,0,0
States,Virginia,2016,44,217,0,0,0,0,0
States,Washington,2016,44,537,16,0,2.98,2.98,0
States,West Virginia,2016,44,409,0,1,0.24,0,0.24
States,Wisconsin,2016,44,580,2,0,0.34,0.34,0
States,Wyoming,2016,44,X,X,X,X,X,X
States,Puerto Rico,2016,44,0,0,0,0,0,0
States,Virgin Islands,2016,44,X,X,X,X,X,X
States,New York City,2016,44,X,X,X,X,X,X
States,Alabama,2016,45,590,4,1,0.85,0.68,0.17
States,Alaska,2016,45,X,X,X,X,X,X
States,Arizona,2016,45,143,1,0,0.7,0.7,0
States,Arkansas,2016,45,57,0,0,0,0,0
States,California,2016,45,951,12,1,1.37,1.26,0.11
States,Colorado,2016,45,394,8,0,2.03,2.03,0
States,Connecticut,2016,45,298,2,0,0.67,0.67,0
States,Delaware,2016,45,90,1,0,1.11,1.11,0
States,District of Columbia,2016,45,X,X,X,X,X,X
States,Florida,2016,45,X,X,X,X,X,X
States,Georgia,2016,45,455,7,2,1.98,1.54,0.44
States,Hawaii,2016,45,222,5,1,2.7,2.25,0.45
States,Idaho,2016,45,29,0,0,0,0,0
States,Illinois,2016,45,277,1,0,0.36,0.36,0
States,Indiana,2016,45,153,0,2,1.31,0,1.31
States,Iowa,2016,45,119,1,0,0.84,0.84,0
States,Kansas,2016,45,80,0,0,0,0,0
States,Kentucky,2016,45,269,0,0,0,0,0
States,Louisiana,2016,45,X,X,X,X,X,X
States,Maine,2016,45,X,X,X,X,X,X
States,Maryland,2016,45,135,0,0,0,0,0
States,Massachusetts,2016,45,467,5,1,1.28,1.07,0.21
States,Michigan,2016,45,802,0,0,0,0,0
States,Minnesota,2016,45,216,0,0,0,0,0
States,Mississippi,2016,45,92,0,0,0,0,0
States,Missouri,2016,45,601,0,0,0,0,0
States,Montana,2016,45,117,1,0,0.85,0.85,0
States,Nebraska,2016,45,81,0,0,0,0,0
States,Nevada,2016,45,11,0,0,0,0,0
States,New Hampshire,2016,45,25,0,0,0,0,0
States,New Jersey,2016,45,X,X,X,X,X,X
States,New Mexico,2016,45,234,0,0,0,0,0
States,New York,2016,45,1313,10,1,0.84,0.76,0.08
States,North Carolina,2016,45,186,4,2,3.23,2.15,1.08
States,North Dakota,2016,45,36,1,0,2.78,2.78,0
States,Ohio,2016,45,1333,8,4,0.9,0.6,0.3
States,Oklahoma,2016,45,148,2,0,1.35,1.35,0
States,Oregon,2016,45,273,39,0,14.29,14.29,0
States,Pennsylvania,2016,45,385,1,2,0.78,0.26,0.52
States,Rhode Island,2016,45,X,X,X,X,X,X
States,South Carolina,2016,45,229,0,1,0.44,0,0.44
States,South Dakota,2016,45,130,0,0,0,0,0
States,Tennessee,2016,45,184,1,1,1.09,0.54,0.54
States,Texas,2016,45,1514,10,19,1.92,0.66,1.25
States,Utah,2016,45,517,16,0,3.09,3.09,0
States,Vermont,2016,45,56,0,0,0,0,0
States,Virginia,2016,45,216,0,0,0,0,0
States,Washington,2016,45,562,33,1,6.05,5.87,0.18
States,West Virginia,2016,45,433,0,0,0,0,0
States,Wisconsin,2016,45,569,1,0,0.18,0.18,0
States,Wyoming,2016,45,X,X,X,X,X,X
States,Puerto Rico,2016,45,0,0,0,0,0,0
States,Virgin Islands,2016,45,X,X,X,X,X,X
States,New York City,2016,45,X,X,X,X,X,X
States,Alabama,2016,46,642,15,9,3.74,2.34,1.4
States,Alaska,2016,46,X,X,X,X,X,X
States,Arizona,2016,46,182,1,0,0.55,0.55,0
States,Arkansas,2016,46,45,1,0,2.22,2.22,0
States,California,2016,46,1016,10,1,1.08,0.98,0.1
States,Colorado,2016,46,386,7,1,2.07,1.81,0.26
States,Connecticut,2016,46,350,4,0,1.14,1.14,0
States,Delaware,2016,46,108,3,0,2.78,2.78,0
States,District of Columbia,2016,46,X,X,X,X,X,X
States,Florida,2016,46,X,X,X,X,X,X
States,Georgia,2016,46,564,13,8,3.72,2.3,1.42
States,Hawaii,2016,46,154,4,0,2.6,2.6,0
States,Idaho,2016,46,36,2,0,5.56,5.56,0
States,Illinois,2016,46,291,4,3,2.41,1.37,1.03
States,Indiana,2016,46,160,1,0,0.63,0.63,0
States,Iowa,2016,46,98,0,0,0,0,0
States,Kansas,2016,46,81,1,2,3.7,1.23,2.47
States,Kentucky,2016,46,266,0,0,0,0,0
States,Louisiana,2016,46,X,X,X,X,X,X
States,Maine,2016,46,X,X,X,X,X,X
States,Maryland,2016,46,108,0,0,0,0,0
States,Massachusetts,2016,46,439,5,0,1.14,1.14,0
States,Michigan,2016,46,754,3,4,0.93,0.4,0.53
States,Minnesota,2016,46,305,1,0,0.33,0.33,0
States,Mississippi,2016,46,104,0,0,0,0,0
States,Missouri,2016,46,701,5,1,0.86,0.71,0.14
States,Montana,2016,46,133,4,0,3.01,3.01,0
States,Nebraska,2016,46,74,0,0,0,0,0
States,Nevada,2016,46,X,X,X,X,X,X
States,New Hampshire,2016,46,29,1,0,3.45,3.45,0
States,New Jersey,2016,46,X,X,X,X,X,X
States,New Mexico,2016,46,284,0,0,0,0,0
States,New York,2016,46,1331,13,1,1.05,0.98,0.08
States,North Carolina,2016,46,267,3,2,1.87,1.12,0.75
States,North Dakota,2016,46,39,0,0,0,0,0
States,Ohio,2016,46,1376,9,7,1.16,0.65,0.51
States,Oklahoma,2016,46,204,2,0,0.98,0.98,0
States,Oregon,2016,46,367,48,0,13.08,13.08,0
States,Pennsylvania,2016,46,341,2,2,1.17,0.59,0.59
States,Rhode Island,2016,46,X,X,X,X,X,X
States,South Carolina,2016,46,267,0,1,0.37,0,0.37
States,South Dakota,2016,46,122,1,0,0.82,0.82,0
States,Tennessee,2016,46,162,1,0,0.62,0.62,0
States,Texas,2016,46,1746,21,22,2.46,1.2,1.26
States,Utah,2016,46,483,7,0,1.45,1.45,0
States,Vermont,2016,46,75,1,0,1.33,1.33,0
States,Virginia,2016,46,181,0,0,0,0,0
States,Washington,2016,46,610,38,1,6.39,6.23,0.16
States,West Virginia,2016,46,427,2,0,0.47,0.47,0
States,Wisconsin,2016,46,576,4,0,0.69,0.69,0
States,Wyoming,2016,46,X,X,X,X,X,X
States,Puerto Rico,2016,46,0,0,0,0,0,0
States,Virgin Islands,2016,46,X,X,X,X,X,X
States,New York City,2016,46,X,X,X,X,X,X
States,Alabama,2016,47,602,12,6,2.99,1.99,1
States,Alaska,2016,47,X,X,X,X,X,X
States,Arizona,2016,47,165,3,0,1.82,1.82,0
States,Arkansas,2016,47,56,0,0,0,0,0
States,California,2016,47,949,16,2,1.9,1.69,0.21
States,Colorado,2016,47,372,10,1,2.96,2.69,0.27
States,Connecticut,2016,47,328,5,1,1.83,1.52,0.3
States,Delaware,2016,47,94,6,0,6.38,6.38,0
States,District of Columbia,2016,47,X,X,X,X,X,X
States,Florida,2016,47,X,X,X,X,X,X
