"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  This data file includes only data prior to the 2015-16 influenza season, and will be presented with the public health and clinical labs combined."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
States,New York,2011,21,221,0.9,1,0,0,0,0,1,0
States,North Carolina,2011,21,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,21,X,X,X,X,X,X,X,X,X
States,Ohio,2011,21,27,0,0,0,0,0,0,0,0
States,Oklahoma,2011,21,27,0,0,0,0,0,0,0,0
States,Oregon,2011,21,18,5.56,0,0,0,1,0,0,0
States,Pennsylvania,2011,21,104,0,0,0,0,0,0,0,0
States,Rhode Island,2011,21,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,21,19,0,0,0,0,0,0,0,0
States,South Dakota,2011,21,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,21,X,X,X,X,X,X,X,X,X
States,Texas,2011,21,231,0,0,0,0,0,0,0,0
States,Utah,2011,21,213,0,0,0,0,0,0,0,0
States,Vermont,2011,21,X,X,X,X,X,X,X,X,X
States,Virginia,2011,21,19,0,0,0,0,0,0,0,0
States,Washington,2011,21,167,0,0,0,0,0,0,0,0
States,West Virginia,2011,21,91,0,0,0,0,0,0,0,0
States,Wisconsin,2011,21,73,0,0,0,0,0,0,0,0
States,Wyoming,2011,21,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2011,21,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,21,X,X,X,X,X,X,X,X,X
States,New York City,2011,21,X,X,X,X,X,X,X,X,X
States,Alabama,2011,22,33,0,0,0,0,0,0,0,0
States,Alaska,2011,22,16,0,0,0,0,0,0,0,0
States,Arizona,2011,22,47,0,0,0,0,0,0,0,0
States,Arkansas,2011,22,10,0,0,0,0,0,0,0,0
States,California,2011,22,106,0.94,0,0,0,0,0,1,0
States,Colorado,2011,22,153,1.31,2,0,0,0,0,0,0
States,Connecticut,2011,22,130,0,0,0,0,0,0,0,0
States,Delaware,2011,22,40,0,0,0,0,0,0,0,0
States,District of Columbia,2011,22,X,X,X,X,X,X,X,X,X
States,Florida,2011,22,X,X,X,X,X,X,X,X,X
States,Georgia,2011,22,98,1.02,0,0,0,0,0,1,0
States,Hawaii,2011,22,78,1.28,0,0,0,0,0,1,0
States,Idaho,2011,22,X,X,X,X,X,X,X,X,X
States,Illinois,2011,22,15,0,0,0,0,0,0,0,0
States,Indiana,2011,22,79,0,0,0,0,0,0,0,0
States,Iowa,2011,22,X,X,X,X,X,X,X,X,X
States,Kansas,2011,22,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,22,28,0,0,0,0,0,0,0,0
States,Louisiana,2011,22,X,X,X,X,X,X,X,X,X
States,Maine,2011,22,X,X,X,X,X,X,X,X,X
States,Maryland,2011,22,X,X,X,X,X,X,X,X,X
States,Massachusetts,2011,22,X,X,X,X,X,X,X,X,X
States,Michigan,2011,22,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,22,25,0,0,0,0,0,0,0,0
States,Mississippi,2011,22,X,X,X,X,X,X,X,X,X
States,Missouri,2011,22,155,0,0,0,0,0,0,0,0
States,Montana,2011,22,X,X,X,X,X,X,X,X,X
States,Nebraska,2011,22,X,X,X,X,X,X,X,X,X
States,Nevada,2011,22,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,22,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,22,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,22,X,X,X,X,X,X,X,X,X
States,New York,2011,22,207,0,0,0,0,0,0,0,0
States,North Carolina,2011,22,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,22,X,X,X,X,X,X,X,X,X
States,Ohio,2011,22,51,0,0,0,0,0,0,0,0
States,Oklahoma,2011,22,24,0,0,0,0,0,0,0,0
States,Oregon,2011,22,X,X,X,X,X,X,X,X,X
States,Pennsylvania,2011,22,99,1.01,0,0,0,0,0,1,0
States,Rhode Island,2011,22,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,22,18,0,0,0,0,0,0,0,0
States,South Dakota,2011,22,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,22,X,X,X,X,X,X,X,X,X
States,Texas,2011,22,171,1.17,0,0,0,1,0,1,0
States,Utah,2011,22,182,0,0,0,0,0,0,0,0
States,Vermont,2011,22,X,X,X,X,X,X,X,X,X
States,Virginia,2011,22,16,0,0,0,0,0,0,0,0
States,Washington,2011,22,173,0.58,0,0,0,1,0,0,0
States,West Virginia,2011,22,115,0,0,0,0,0,0,0,0
States,Wisconsin,2011,22,55,1.82,0,0,0,0,0,1,0
States,Wyoming,2011,22,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2011,22,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,22,X,X,X,X,X,X,X,X,X
States,New York City,2011,22,X,X,X,X,X,X,X,X,X
States,Alabama,2011,23,33,0,0,0,0,0,0,0,0
States,Alaska,2011,23,18,0,0,0,0,0,0,0,0
States,Arizona,2011,23,50,0,0,0,0,0,0,0,0
States,Arkansas,2011,23,11,0,0,0,0,0,0,0,0
States,California,2011,23,120,0,0,0,0,0,0,0,0
States,Colorado,2011,23,139,0,0,0,0,0,0,0,0
States,Connecticut,2011,23,94,0,0,0,0,0,0,0,0
States,Delaware,2011,23,26,0,0,0,0,0,0,0,0
States,District of Columbia,2011,23,X,X,X,X,X,X,X,X,X
States,Florida,2011,23,X,X,X,X,X,X,X,X,X
States,Georgia,2011,23,71,1.41,0,0,0,0,0,1,0
States,Hawaii,2011,23,73,2.74,0,0,0,0,0,2,0
States,Idaho,2011,23,X,X,X,X,X,X,X,X,X
States,Illinois,2011,23,17,0,0,0,0,0,0,0,0
States,Indiana,2011,23,73,0,0,0,0,0,0,0,0
States,Iowa,2011,23,X,X,X,X,X,X,X,X,X
States,Kansas,2011,23,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,23,27,0,0,0,0,0,0,0,0
States,Louisiana,2011,23,X,X,X,X,X,X,X,X,X
States,Maine,2011,23,X,X,X,X,X,X,X,X,X
States,Maryland,2011,23,X,X,X,X,X,X,X,X,X
States,Massachusetts,2011,23,X,X,X,X,X,X,X,X,X
States,Michigan,2011,23,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,23,26,0,0,0,0,0,0,0,0
States,Mississippi,2011,23,11,0,0,0,0,0,0,0,0
States,Missouri,2011,23,146,0,0,0,0,0,0,0,0
States,Montana,2011,23,X,X,X,X,X,X,X,X,X
States,Nebraska,2011,23,17,0,0,0,0,0,0,0,0
States,Nevada,2011,23,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,23,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,23,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,23,X,X,X,X,X,X,X,X,X
States,New York,2011,23,188,0,0,0,0,0,0,0,0
States,North Carolina,2011,23,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,23,X,X,X,X,X,X,X,X,X
States,Ohio,2011,23,40,0,0,0,0,0,0,0,0
States,Oklahoma,2011,23,29,0,0,0,0,0,0,0,0
States,Oregon,2011,23,17,0,0,0,0,0,0,0,0
States,Pennsylvania,2011,23,102,0.98,0,0,0,0,0,1,0
States,Rhode Island,2011,23,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,23,X,X,X,X,X,X,X,X,X
States,South Dakota,2011,23,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,23,X,X,X,X,X,X,X,X,X
States,Texas,2011,23,194,0,0,0,0,0,0,0,0
States,Utah,2011,23,143,0,0,0,0,0,0,0,0
States,Vermont,2011,23,X,X,X,X,X,X,X,X,X
States,Virginia,2011,23,13,0,0,0,0,0,0,0,0
States,Washington,2011,23,147,0,0,0,0,0,0,0,0
States,West Virginia,2011,23,117,0,0,0,0,0,0,0,0
States,Wisconsin,2011,23,64,0,0,0,0,0,0,0,0
States,Wyoming,2011,23,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2011,23,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,23,X,X,X,X,X,X,X,X,X
States,New York City,2011,23,X,X,X,X,X,X,X,X,X
States,Alabama,2011,24,26,0,0,0,0,0,0,0,0
States,Alaska,2011,24,17,0,0,0,0,0,0,0,0
States,Arizona,2011,24,55,0,0,0,0,0,0,0,0
States,Arkansas,2011,24,20,0,0,0,0,0,0,0,0
States,California,2011,24,102,0,0,0,0,0,0,0,0
States,Colorado,2011,24,142,0,0,0,0,0,0,0,0
States,Connecticut,2011,24,104,0,0,0,0,0,0,0,0
States,Delaware,2011,24,33,0,0,0,0,0,0,0,0
States,District of Columbia,2011,24,X,X,X,X,X,X,X,X,X
States,Florida,2011,24,X,X,X,X,X,X,X,X,X
States,Georgia,2011,24,82,1.22,0,0,0,1,0,0,0
States,Hawaii,2011,24,68,0,0,0,0,0,0,0,0
States,Idaho,2011,24,X,X,X,X,X,X,X,X,X
States,Illinois,2011,24,21,0,0,0,0,0,0,0,0
States,Indiana,2011,24,67,0,0,0,0,0,0,0,0
States,Iowa,2011,24,X,X,X,X,X,X,X,X,X
States,Kansas,2011,24,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,24,38,0,0,0,0,0,0,0,0
States,Louisiana,2011,24,X,X,X,X,X,X,X,X,X
States,Maine,2011,24,X,X,X,X,X,X,X,X,X
States,Maryland,2011,24,X,X,X,X,X,X,X,X,X
States,Massachusetts,2011,24,X,X,X,X,X,X,X,X,X
States,Michigan,2011,24,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,24,15,0,0,0,0,0,0,0,0
States,Mississippi,2011,24,X,X,X,X,X,X,X,X,X
States,Missouri,2011,24,134,0.75,0,0,1,0,0,0,0
States,Montana,2011,24,X,X,X,X,X,X,X,X,X
States,Nebraska,2011,24,13,0,0,0,0,0,0,0,0
States,Nevada,2011,24,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,24,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,24,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,24,X,X,X,X,X,X,X,X,X
States,New York,2011,24,153,0,0,0,0,0,0,0,0
States,North Carolina,2011,24,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,24,11,0,0,0,0,0,0,0,0
States,Ohio,2011,24,40,0,0,0,0,0,0,0,0
States,Oklahoma,2011,24,20,0,0,0,0,0,0,0,0
States,Oregon,2011,24,X,X,X,X,X,X,X,X,X
States,Pennsylvania,2011,24,98,0,0,0,0,0,0,0,0
States,Rhode Island,2011,24,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,24,15,0,0,0,0,0,0,0,0
States,South Dakota,2011,24,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,24,X,X,X,X,X,X,X,X,X
States,Texas,2011,24,180,0,0,0,0,0,0,0,0
States,Utah,2011,24,135,0,0,0,0,0,0,0,0
States,Vermont,2011,24,X,X,X,X,X,X,X,X,X
States,Virginia,2011,24,X,X,X,X,X,X,X,X,X
States,Washington,2011,24,91,0,0,0,0,0,0,0,0
States,West Virginia,2011,24,121,0,0,0,0,0,0,0,0
States,Wisconsin,2011,24,39,0,0,0,0,0,0,0,0
States,Wyoming,2011,24,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2011,24,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,24,X,X,X,X,X,X,X,X,X
States,New York City,2011,24,X,X,X,X,X,X,X,X,X
States,Alabama,2011,25,24,0,0,0,0,0,0,0,0
States,Alaska,2011,25,12,0,0,0,0,0,0,0,0
States,Arizona,2011,25,48,0,0,0,0,0,0,0,0
States,Arkansas,2011,25,10,0,0,0,0,0,0,0,0
States,California,2011,25,115,0,0,0,0,0,0,0,0
States,Colorado,2011,25,101,0,0,0,0,0,0,0,0
States,Connecticut,2011,25,108,0,0,0,0,0,0,0,0
States,Delaware,2011,25,24,0,0,0,0,0,0,0,0
States,District of Columbia,2011,25,12,0,0,0,0,0,0,0,0
States,Florida,2011,25,X,X,X,X,X,X,X,X,X
States,Georgia,2011,25,45,0,0,0,0,0,0,0,0
States,Hawaii,2011,25,52,0,0,0,0,0,0,0,0
States,Idaho,2011,25,X,X,X,X,X,X,X,X,X
States,Illinois,2011,25,16,0,0,0,0,0,0,0,0
States,Indiana,2011,25,68,0,0,0,0,0,0,0,0
States,Iowa,2011,25,X,X,X,X,X,X,X,X,X
States,Kansas,2011,25,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,25,33,0,0,0,0,0,0,0,0
States,Louisiana,2011,25,X,X,X,X,X,X,X,X,X
States,Maine,2011,25,X,X,X,X,X,X,X,X,X
States,Maryland,2011,25,15,0,0,0,0,0,0,0,0
States,Massachusetts,2011,25,X,X,X,X,X,X,X,X,X
States,Michigan,2011,25,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,25,17,0,0,0,0,0,0,0,0
States,Mississippi,2011,25,X,X,X,X,X,X,X,X,X
States,Missouri,2011,25,116,0,0,0,0,0,0,0,0
States,Montana,2011,25,X,X,X,X,X,X,X,X,X
States,Nebraska,2011,25,12,0,0,0,0,0,0,0,0
States,Nevada,2011,25,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,25,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,25,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,25,X,X,X,X,X,X,X,X,X
States,New York,2011,25,170,0.59,0,0,0,0,0,1,0
States,North Carolina,2011,25,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,25,X,X,X,X,X,X,X,X,X
States,Ohio,2011,25,56,0,0,0,0,0,0,0,0
States,Oklahoma,2011,25,29,0,0,0,0,0,0,0,0
States,Oregon,2011,25,16,0,0,0,0,0,0,0,0
States,Pennsylvania,2011,25,101,0,0,0,0,0,0,0,0
States,Rhode Island,2011,25,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,25,X,X,X,X,X,X,X,X,X
States,South Dakota,2011,25,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,25,X,X,X,X,X,X,X,X,X
States,Texas,2011,25,165,0,0,0,0,0,0,0,0
States,Utah,2011,25,120,0,0,0,0,0,0,0,0
States,Vermont,2011,25,X,X,X,X,X,X,X,X,X
States,Virginia,2011,25,13,0,0,0,0,0,0,0,0
States,Washington,2011,25,127,1.57,0,0,0,0,0,2,0
States,West Virginia,2011,25,100,0,0,0,0,0,0,0,0
States,Wisconsin,2011,25,37,5.41,0,0,0,2,0,0,0
States,Wyoming,2011,25,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2011,25,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,25,X,X,X,X,X,X,X,X,X
States,New York City,2011,25,X,X,X,X,X,X,X,X,X
States,Alabama,2011,26,33,0,0,0,0,0,0,0,0
States,Alaska,2011,26,12,0,0,0,0,0,0,0,0
States,Arizona,2011,26,41,0,0,0,0,0,0,0,0
States,Arkansas,2011,26,17,0,0,0,0,0,0,0,0
States,California,2011,26,79,0,0,0,0,0,0,0,0
States,Colorado,2011,26,89,0,0,0,0,0,0,0,0
States,Connecticut,2011,26,X,X,X,X,X,X,X,X,X
States,Delaware,2011,26,20,0,0,0,0,0,0,0,0
States,District of Columbia,2011,26,X,X,X,X,X,X,X,X,X
States,Florida,2011,26,X,X,X,X,X,X,X,X,X
States,Georgia,2011,26,59,1.69,0,0,0,0,0,1,0
States,Hawaii,2011,26,58,3.45,2,0,0,0,0,0,0
States,Idaho,2011,26,X,X,X,X,X,X,X,X,X
States,Illinois,2011,26,20,0,0,0,0,0,0,0,0
States,Indiana,2011,26,65,0,0,0,0,0,0,0,0
States,Iowa,2011,26,X,X,X,X,X,X,X,X,X
States,Kansas,2011,26,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,26,25,0,0,0,0,0,0,0,0
States,Louisiana,2011,26,X,X,X,X,X,X,X,X,X
States,Maine,2011,26,X,X,X,X,X,X,X,X,X
States,Maryland,2011,26,X,X,X,X,X,X,X,X,X
States,Massachusetts,2011,26,X,X,X,X,X,X,X,X,X
States,Michigan,2011,26,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,26,16,0,0,0,0,0,0,0,0
States,Mississippi,2011,26,X,X,X,X,X,X,X,X,X
States,Missouri,2011,26,124,0,0,0,0,0,0,0,0
States,Montana,2011,26,10,0,0,0,0,0,0,0,0
States,Nebraska,2011,26,X,X,X,X,X,X,X,X,X
States,Nevada,2011,26,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,26,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,26,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,26,10,0,0,0,0,0,0,0,0
States,New York,2011,26,127,0,0,0,0,0,0,0,0
States,North Carolina,2011,26,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,26,X,X,X,X,X,X,X,X,X
States,Ohio,2011,26,38,0,0,0,0,0,0,0,0
States,Oklahoma,2011,26,25,0,0,0,0,0,0,0,0
States,Oregon,2011,26,X,X,X,X,X,X,X,X,X
States,Pennsylvania,2011,26,75,0,0,0,0,0,0,0,0
States,Rhode Island,2011,26,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,26,13,0,0,0,0,0,0,0,0
States,South Dakota,2011,26,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,26,X,X,X,X,X,X,X,X,X
States,Texas,2011,26,112,0,0,0,0,0,0,0,0
States,Utah,2011,26,115,0,0,0,0,0,0,0,0
States,Vermont,2011,26,X,X,X,X,X,X,X,X,X
States,Virginia,2011,26,24,0,0,0,0,0,0,0,0
States,Washington,2011,26,107,0,0,0,0,0,0,0,0
States,West Virginia,2011,26,58,0,0,0,0,0,0,0,0
States,Wisconsin,2011,26,23,0,0,0,0,0,0,0,0
States,Wyoming,2011,26,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2011,26,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,26,X,X,X,X,X,X,X,X,X
States,New York City,2011,26,X,X,X,X,X,X,X,X,X
States,Alabama,2011,27,24,0,0,0,0,0,0,0,0
States,Alaska,2011,27,10,0,0,0,0,0,0,0,0
States,Arizona,2011,27,31,0,0,0,0,0,0,0,0
States,Arkansas,2011,27,14,0,0,0,0,0,0,0,0
States,California,2011,27,81,0,0,0,0,0,0,0,0
States,Colorado,2011,27,68,0,0,0,0,0,0,0,0
States,Connecticut,2011,27,X,X,X,X,X,X,X,X,X
States,Delaware,2011,27,25,0,0,0,0,0,0,0,0
States,District of Columbia,2011,27,X,X,X,X,X,X,X,X,X
States,Florida,2011,27,X,X,X,X,X,X,X,X,X
States,Georgia,2011,27,56,1.79,0,0,0,0,0,1,0
States,Hawaii,2011,27,36,2.78,0,0,1,0,0,0,0
States,Idaho,2011,27,X,X,X,X,X,X,X,X,X
States,Illinois,2011,27,13,0,0,0,0,0,0,0,0
States,Indiana,2011,27,49,0,0,0,0,0,0,0,0
States,Iowa,2011,27,X,X,X,X,X,X,X,X,X
States,Kansas,2011,27,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,27,32,0,0,0,0,0,0,0,0
States,Louisiana,2011,27,X,X,X,X,X,X,X,X,X
States,Maine,2011,27,X,X,X,X,X,X,X,X,X
States,Maryland,2011,27,X,X,X,X,X,X,X,X,X
States,Massachusetts,2011,27,X,X,X,X,X,X,X,X,X
States,Michigan,2011,27,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,27,13,7.69,0,0,0,1,0,0,0
States,Mississippi,2011,27,X,X,X,X,X,X,X,X,X
States,Missouri,2011,27,107,0,0,0,0,0,0,0,0
States,Montana,2011,27,X,X,X,X,X,X,X,X,X
States,Nebraska,2011,27,X,X,X,X,X,X,X,X,X
States,Nevada,2011,27,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,27,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,27,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,27,X,X,X,X,X,X,X,X,X
States,New York,2011,27,128,0,0,0,0,0,0,0,0
States,North Carolina,2011,27,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,27,X,X,X,X,X,X,X,X,X
States,Ohio,2011,27,40,0,0,0,0,0,0,0,0
States,Oklahoma,2011,27,18,0,0,0,0,0,0,0,0
States,Oregon,2011,27,10,0,0,0,0,0,0,0,0
States,Pennsylvania,2011,27,69,0,0,0,0,0,0,0,0
States,Rhode Island,2011,27,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,27,X,X,X,X,X,X,X,X,X
States,South Dakota,2011,27,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,27,X,X,X,X,X,X,X,X,X
States,Texas,2011,27,130,0.77,1,0,0,0,0,0,0
States,Utah,2011,27,103,0,0,0,0,0,0,0,0
States,Vermont,2011,27,X,X,X,X,X,X,X,X,X
States,Virginia,2011,27,10,0,0,0,0,0,0,0,0
States,Washington,2011,27,134,0,0,0,0,0,0,0,0
States,West Virginia,2011,27,68,0,0,0,0,0,0,0,0
States,Wisconsin,2011,27,35,0,0,0,0,0,0,0,0
States,Wyoming,2011,27,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2011,27,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,27,X,X,X,X,X,X,X,X,X
States,New York City,2011,27,X,X,X,X,X,X,X,X,X
States,Alabama,2011,28,32,0,0,0,0,0,0,0,0
States,Alaska,2011,28,10,0,0,0,0,0,0,0,0
States,Arizona,2011,28,28,0,0,0,0,0,0,0,0
States,Arkansas,2011,28,X,X,X,X,X,X,X,X,X
States,California,2011,28,57,0,0,0,0,0,0,0,0
States,Colorado,2011,28,75,0,0,0,0,0,0,0,0
States,Connecticut,2011,28,14,0,0,0,0,0,0,0,0
States,Delaware,2011,28,17,0,0,0,0,0,0,0,0
States,District of Columbia,2011,28,X,X,X,X,X,X,X,X,X
States,Florida,2011,28,X,X,X,X,X,X,X,X,X
States,Georgia,2011,28,50,2,0,0,0,0,0,1,0
States,Hawaii,2011,28,42,2.38,0,0,1,0,0,0,0
States,Idaho,2011,28,X,X,X,X,X,X,X,X,X
States,Illinois,2011,28,X,X,X,X,X,X,X,X,X
States,Indiana,2011,28,49,0,0,0,0,0,0,0,0
States,Iowa,2011,28,X,X,X,X,X,X,X,X,X
States,Kansas,2011,28,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,28,28,0,0,0,0,0,0,0,0
States,Louisiana,2011,28,X,X,X,X,X,X,X,X,X
States,Maine,2011,28,X,X,X,X,X,X,X,X,X
States,Maryland,2011,28,X,X,X,X,X,X,X,X,X
States,Massachusetts,2011,28,X,X,X,X,X,X,X,X,X
States,Michigan,2011,28,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,28,20,0,0,0,0,0,0,0,0
States,Mississippi,2011,28,X,X,X,X,X,X,X,X,X
States,Missouri,2011,28,152,0,0,0,0,0,0,0,0
States,Montana,2011,28,X,X,X,X,X,X,X,X,X
States,Nebraska,2011,28,X,X,X,X,X,X,X,X,X
States,Nevada,2011,28,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,28,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,28,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,28,X,X,X,X,X,X,X,X,X
States,New York,2011,28,126,0.79,0,0,1,0,0,0,0
States,North Carolina,2011,28,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,28,X,X,X,X,X,X,X,X,X
States,Ohio,2011,28,40,0,0,0,0,0,0,0,0
States,Oklahoma,2011,28,X,X,X,X,X,X,X,X,X
States,Oregon,2011,28,10,0,0,0,0,0,0,0,0
States,Pennsylvania,2011,28,84,1.19,0,0,0,0,0,1,0
States,Rhode Island,2011,28,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,28,X,X,X,X,X,X,X,X,X
States,South Dakota,2011,28,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,28,X,X,X,X,X,X,X,X,X
States,Texas,2011,28,133,0,0,0,0,0,0,0,0
States,Utah,2011,28,117,0,0,0,0,0,0,0,0
States,Vermont,2011,28,X,X,X,X,X,X,X,X,X
States,Virginia,2011,28,15,0,0,0,0,0,0,0,0
States,Washington,2011,28,93,0,0,0,0,0,0,0,0
States,West Virginia,2011,28,76,0,0,0,0,0,0,0,0
States,Wisconsin,2011,28,42,0,0,0,0,0,0,0,0
States,Wyoming,2011,28,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2011,28,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,28,X,X,X,X,X,X,X,X,X
States,New York City,2011,28,X,X,X,X,X,X,X,X,X
States,Alabama,2011,29,41,0,0,0,0,0,0,0,0
States,Alaska,2011,29,10,0,0,0,0,0,0,0,0
States,Arizona,2011,29,34,0,0,0,0,0,0,0,0
States,Arkansas,2011,29,13,0,0,0,0,0,0,0,0
States,California,2011,29,102,0,0,0,0,0,0,0,0
States,Colorado,2011,29,71,0,0,0,0,0,0,0,0
States,Connecticut,2011,29,X,X,X,X,X,X,X,X,X
States,Delaware,2011,29,14,0,0,0,0,0,0,0,0
States,District of Columbia,2011,29,X,X,X,X,X,X,X,X,X
States,Florida,2011,29,X,X,X,X,X,X,X,X,X
States,Georgia,2011,29,52,9.62,0,0,2,0,0,3,0
States,Hawaii,2011,29,48,2.08,0,0,0,0,0,1,0
States,Idaho,2011,29,X,X,X,X,X,X,X,X,X
States,Illinois,2011,29,13,0,0,0,0,0,0,0,0
States,Indiana,2011,29,42,0,0,0,0,0,0,0,0
States,Iowa,2011,29,X,X,X,X,X,X,X,X,X
States,Kansas,2011,29,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,29,18,0,0,0,0,0,0,0,0
States,Louisiana,2011,29,X,X,X,X,X,X,X,X,X
States,Maine,2011,29,X,X,X,X,X,X,X,X,X
States,Maryland,2011,29,X,X,X,X,X,X,X,X,X
States,Massachusetts,2011,29,X,X,X,X,X,X,X,X,X
States,Michigan,2011,29,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,29,16,0,0,0,0,0,0,0,0
States,Mississippi,2011,29,X,X,X,X,X,X,X,X,X
States,Missouri,2011,29,137,0,0,0,0,0,0,0,0
States,Montana,2011,29,X,X,X,X,X,X,X,X,X
States,Nebraska,2011,29,10,0,0,0,0,0,0,0,0
States,Nevada,2011,29,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,29,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,29,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,29,X,X,X,X,X,X,X,X,X
States,New York,2011,29,122,1.64,0,0,2,0,0,0,0
States,North Carolina,2011,29,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,29,X,X,X,X,X,X,X,X,X
States,Ohio,2011,29,29,0,0,0,0,0,0,0,0
States,Oklahoma,2011,29,14,0,0,0,0,0,0,0,0
States,Oregon,2011,29,X,X,X,X,X,X,X,X,X
States,Pennsylvania,2011,29,78,0,0,0,0,0,0,0,0
States,Rhode Island,2011,29,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,29,X,X,X,X,X,X,X,X,X
States,South Dakota,2011,29,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,29,X,X,X,X,X,X,X,X,X
States,Texas,2011,29,125,0,0,0,0,0,0,0,0
States,Utah,2011,29,121,0,0,0,0,0,0,0,0
States,Vermont,2011,29,X,X,X,X,X,X,X,X,X
States,Virginia,2011,29,X,X,X,X,X,X,X,X,X
States,Washington,2011,29,100,0,0,0,0,0,0,0,0
States,West Virginia,2011,29,64,0,0,0,0,0,0,0,0
States,Wisconsin,2011,29,35,0,0,0,0,0,0,0,0
States,Wyoming,2011,29,X,X,X,X,X,X,X,X,X
